HGNC	Module_Label
RP11-369E15.3	M13
CTB-78F1.1	M13
RP4-541C22.4	M13
RP11-395G23.3	M13
CTD-2560E9.3	M13
RP11-265D17.2	M13
CTD-2523D13.2	M13
RP5-1160K1.8	M13
AF131216.5	M13
RP11-677M14.2-001	M13
NEDD8-MDP1	M13
RP11-732A19.9	M13
AC090953.1	M13
RP3-377H17.1	M13
AC073610.5	M13
RP11-815D16.1	M13
RP11-749H20.6	M13
AC009469.1	M13
RP4-761J14.5	M13
AC067852.1	M13
RP11-749H20.7	M13
RP11-993B23.3	M13
RP11-867G2.2	M13
RP1-197B17.3	M13
RP11-81K13.1	M13
RP11-449P15.1	M13
RP11-61A14.1	M13
RP1-46F2.3	M13
RP11-386G11.3	M13
RP11-164J13.1	M13
DIO3OS	M13
RP11-998D10.2	M13
RP11-17L5.1	M13
RP11-227D13.2	M13
RP11-293M10.6	M13
RP11-605F22.1	M13
RP11-795G3.3	M13
MAD1L1	M14
ST7	M14
WDR54	M14
ELAC2	M14
RPS20	M14
ZNF207	M14
LYPLA2	M14
PLEKHO1	M14
B4GALT7	M14
BRD9	M14
TMSB10	M14
CUL3	M14
RPL26L1	M14
SKIV2L2	M14
THAP3	M14
MED17	M14
PHKA2	M14
RFC2	M14
ARID4B	M14
GDI2	M14
RIOK2	M14
RPL18	M14
IPO5	M14
MTHFD2	M14
NFYC	M14
ZNRD1	M14
DNTTIP2	M14
IP6K2	M14
CECR5	M14
EIF2B3	M14
RPL31	M14
PDCD2	M14
SMARCE1	M14
MRPS34	M14
TSG101	M14
MARK3	M14
RBM7	M14
ARG2	M14
WDR70	M14
XPO1	M14
RPS5	M14
GSTP1	M14
EIF3I	M14
AGBL5	M14
MYNN	M14
BAX	M14
SF3B2	M14
DDX18	M14
RPL6	M14
RPLP0	M14
SIRT4	M14
ERP29	M14
IGBP1	M14
ARHGAP4	M14
ZC3HC1	M14
HNRNPC	M14
CIRBP	M14
RANBP1	M14
PES1	M14
GGA1	M14
EIF3L	M14
C22ORF28	M14
THOC5	M14
RPL3	M14
ZMAT5	M14
EIF3D	M14
ST13	M14
PRMT5	M14
KIAA0391	M14
IFT52	M14
AHCY	M14
PIGU	M14
PQBP1	M14
EIF3E	M14
TSTA3	M14
EEF1D	M14
TRMT1	M14
RPS16	M14
RPS19	M14
CYTH2	M14
RPL18A	M14
COPE	M14
ETV2	M14
LSM5	M14
CHCHD3	M14
POLD2	M14
SEC61B	M14
C9ORF46	M14
CUEDC2	M14
GTPBP4	M14
UBE2S	M14
RPL28	M14
RPL19	M14
PFN1	M14
MLX	M14
TMEM97	M14
RPL34	M14
FRG1	M14
ST3GAL4	M14
BIRC2	M14
RPS13	M14
METAP2	M14
COPZ1	M14
CNOT2	M14
ING4	M14
C12ORF57	M14
DSE	M14
SRSF3	M14
RPS12	M14
MRPS27	M14
THG1L	M14
CCNG1	M14
BRIX1	M14
RARS	M14
H2AFY	M14
ZNF346	M14
USP4	M14
RPL24	M14
C3ORF14	M14
SCAP	M14
MRPL3	M14
EEF1B2	M14
NCL	M14
AC008073.5	M14
EIF2B4	M14
PPM1G	M14
RPS15	M14
INO80B	M14
CCT4	M14
SRSF7	M14
THADA	M14
RPL22	M14
GNPAT	M14
AKR1A1	M14
DPH5	M14
RPS25	M14
SET	M14
ZNF410	M14
TCP1	M14
NACA3P	M14
SEC22A	M14
RPL5	M14
CBX3	M14
DCAF10	M14
C19ORF43	M14
SPATS2	M14
SNRPC	M14
RPS10	M14
RNF113A	M14
ALKBH7	M14
CLPP	M14
RPL23	M14
SNRPD2	M14
ERGIC3	M14
PRMT1	M14
UXT	M14
TIMM17B	M14
CPSF3L	M14
MPST	M14
RPAIN	M14
MPDU1	M14
EAPP	M14
ELOF1	M14
RPL36	M14
PGLS	M14
LSM7	M14
QRSL1	M14
TUBGCP2	M14
YIPF2	M14
EIF2S3	M14
EIF3G	M14
COX4NB	M14
RPL27	M14
TRAF7	M14
LRRC41	M14
EEFSEC	M14
NXT1	M14
DAP3	M14
C20ORF111	M14
TPT1	M14
WDR74	M14
MKRN1	M14
THUMPD3	M14
IAH1	M14
RPS15A	M14
RBMX2	M14
GNL2	M14
C11ORF10	M14
C5ORF13	M14
ATP5G2	M14
HNRNPA1	M14
CCT7	M14
CCDC142	M14
PIGC	M14
MRPL44	M14
RPL13AP25	M14
RCBTB2	M14
KDELR2	M14
SMPD4	M14
WDR33	M14
TEX10	M14
PSMB7	M14
RPL35	M14
C9ORF100	M14
RPS6	M14
CNPY3	M14
KLC4	M14
YIPF3	M14
BPHL	M14
GGH	M14
RPLP1	M14
LRRC49	M14
ZNF280D	M14
GTF2B	M14
RP11-122C9.1	M14
ARL3	M14
ASCC1	M14
RPS24	M14
ATIC	M14
RPL14P1	M14
TARBP2	M14
WDR89	M14
GTF2A2	M14
LINS	M14
SEC11A	M14
RPS2	M14
PRPSAP2	M14
C18ORF21	M14
PFKL	M14
FAM125A	M14
RPS11	M14
RPL13A	M14
NOSIP	M14
RPL11	M14
SERBP1	M14
RPS8	M14
HNRPLL	M14
RPS27A	M14
TPRKB	M14
RQCD1	M14
RPL32	M14
EIF2A	M14
OCIAD2	M14
RPS3A	M14
RPL37	M14
BTF3	M14
WTAP	M14
AC004453.8	M14
CCT6A	M14
NDUFB11	M14
EBP	M14
RPL10	M14
RPL7	M14
EIF3H	M14
ZNF7	M14
POLE3	M14
MED22	M14
RPL7A	M14
COMMD3	M14
EIF3M	M14
RPS3	M14
CPSF7	M14
FAU	M14
C11ORF2	M14
C11ORF57	M14
OXSM	M14
TMEM18	M14
NBAS	M14
MZT2B	M14
CETN3	M14
TSEN2	M14
ZCCHC10	M14
MKI67IP	M14
OXA1L	M14
CCT8	M14
PTDSS1	M14
RPL30	M14
EEF1A1	M14
WDYHV1	M14
GALK2	M14
SEC13	M14
SNX22	M14
TMSB15B	M14
DEDD	M14
PSMB4	M14
CTBP1	M14
PRMT2	M14
FLAD1	M14
PMF1	M14
RPL8	M14
LRWD1	M14
EIF4A1	M14
RPL26	M14
UBXN1	M14
STX5	M14
RPL29	M14
SYVN1	M14
LYSMD1	M14
VPS72	M14
MRPS18C	M14
FAM175A	M14
CCT3	M14
SSR2	M14
POLR2H	M14
RPL39L	M14
TKT	M14
H2AFZ	M14
NSA2	M14
RPS14	M14
COG5	M14
C7ORF60	M14
CAMLG	M14
TMUB1	M14
C9ORF93	M14
HNRNPK	M14
RPUSD4	M14
CEP57	M14
POLL	M14
CCT2	M14
RPL27A	M14
ZNF3	M14
PPIB	M14
RPL13	M14
DDB1	M14
POLR2G	M14
C7ORF11	M14
FNTA	M14
STX18	M14
USP39	M14
HNRNPH1	M14
RP11-220D10.1	M14
GPS1	M14
ZNF32	M14
SF3B5	M14
GABARAP	M14
WIBG	M14
PA2G4	M14
ZNF16	M14
RPS9	M14
SCAND1	M14
MRPL36	M14
RSL1D1	M14
TBCA	M14
TTC15	M14
RPS21	M14
RPS7	M14
ZNF131	M14
HINFP	M14
TP53RK	M14
BANP	M14
MUS81	M14
RPL38	M14
NADSYN1	M14
CHD2	M14
EIF1	M14
RBM4	M14
MRPL45	M14
ZNHIT2	M14
RPL4	M14
MRPL11	M14
C17ORF76-AS1	M14
BANF1	M14
EIF3F	M14
CTDNEP1	M14
RP1-146I3.1	M14
RPL37AP8	M14
TCEANC	M14
ANKLE2	M14
TALDO1	M14
CLVS1	M14
ZNFX1-AS1	M14
ARIH2	M14
ZBTB33	M14
RPLP2	M14
CCDC23	M14
RPS27	M14
ASB8	M14
BOLA1	M14
RPS3AP5	M14
C8ORF45	M14
CTD-2192J16.15	M14
RP11-169K16.8	M14
EXOSC4	M14
TAF7	M14
TUFM	M14
EIF3K	M14
RP11-458F8.3	M14
PACS2	M14
PCBP1-AS1	M14
PUF60	M14
DCTPP1	M14
TRNAU1AP	M14
RP1-278E11.3	M14
RP11-198M6.2	M14
PPA1	M14
SSR4	M14
NPM1	M14
C17ORF76	M14
RPL24P4	M14
SNRPE	M14
IST1	M14
TTC3	M14
RPL35A	M14
CNOT10	M14
C22ORF32	M14
RUVBL2	M14
RPS7P1	M14
NR2C2AP	M14
TSSC4	M14
TMED9	M14
TMEM121	M14
SIGIRR	M14
CTD-2287O16.1	M14
DRG1	M14
GNB1L	M14
POLR1D	M14
PPP1CC	M14
RPS23	M14
CCDC73	M14
HSPA14	M14
TMSL3	M14
COMMD6	M14
GTF2F2	M14
SUMO2	M14
C7ORF46	M14
RBM34	M14
RPL14	M14
RPL10AP2	M14
ALKBH2	M14
AC004448.3	M14
XRCC6	M14
ZNF775	M14
NACA	M14
PFN3	M14
HDAC2	M14
AC002994.1	M14
SND1	M14
GTF2E2	M14
MRPL21	M14
RPL37A	M14
RPL12	M14
RPS4X	M14
ZNF273	M14
RPL23A	M14
ZNF26	M14
GPN1	M14
RPL10A	M14
RPL39	M14
APRT	M14
RDBP	M14
C6ORF48	M14
LSM2	M14
CSNK2B	M14
GPANK1	M14
NFKBIL1	M14
TRIM39	M14
GNB2L1	M14
MRPL53	M14
ZBTB10	M14
RPSAP58	M14
NAP1L4	M14
TMSB4X	M14
RP11-473C18.1	M14
RP11-592N21.1	M14
RPL15P3	M14
DENND1B	M14
RP4-635A23.2	M14
RP4-765C7.2	M14
RP11-613F7.1	M14
RP11-393N4.2	M14
RP11-373E16.1	M14
AC093106.7	M14
AC004386.4	M14
CTD-2666L21.3	M14
RPL18P11	M14
CTD-3035D6.1	M14
RP4-778K6.1	M14
RPL18AP3	M14
RPLP0P6	M14
RP11-112J1.1	M14
RP11-170M17.2	M14
RP11-510I6.2	M14
RPS29	M14
CTD-2270N23.1	M14
EEF1B2P2	M14
RP11-829H16.2	M14
RPL13AP7	M14
RP11-314A20.1	M14
ZNF90	M14
RPS11P7	M14
RP11-135F9.1	M14
RPS3AP26	M14
CTB-13H5.1	M14
RPS15AP1	M14
RPS4L	M14
RPS19P1	M14
RP11-229M1.2	M14
AC073621.1	M14
UBA52P6	M14
RPL27AP	M14
RPL17	M14
RP1-83M4.2	M14
RP3-375P9.2	M14
RP1-182O16.1	M14
RPS10P3	M14
CCT7P1	M14
AC016739.2	M14
RP11-367G18.2	M14
RP11-889L3.1	M14
RP11-501I19.4	M14
RP11-475C16.1	M14
RP3-340B19.2	M14
RP11-134L4.1	M14
AC005251.3	M14
RP11-40C6.2	M14
BTF3P7	M14
RP11-307I14.2	M14
RP11-69L16.5	M14
RPL35P2	M14
RPS18P9	M14
IGBP1-AS2	M14
C6ORF226	M14
AP4M1	M14
C5ORF54	M14
UBA52	M14
RP11-397P13.7	M14
RP11-734K21.1	M14
RP11-42D20.2	M14
RP11-2F9.1	M14
RP11-343H5.4	M14
RP11-401L13.4	M14
AC009517.2	M14
RP11-51O6.1	M14
RP4-796I17.5	M14
CTC-260E6.2	M14
RPS4XP16	M14
AD000091.1	M14
RP1-111B22.2	M14
AB019441.29	M14
RPL8P2	M14
RPL35P5	M14
RP4-604A21.1	M14
RP13-258O15.1	M14
AC006427.1	M14
RP4-706A16.3	M14
RP11-508N22.4	M14
AC022431.1	M14
RPL37AP1	M14
RPL10AP6	M14
RP5-1056L3.3	M14
C14ORF19	M14
RP5-1068H6.3	M14
RP3-417G15.1	M14
RP11-234N17.1	M14
WDR46	M14
RP11-543P15.1	M14
BTF3P13	M14
RP11-791G16.2	M14
RP11-709P2.1	M14
RP11-864N7.2	M14
SNRPEL1	M14
RP11-778D9.4	M14
NACAP1	M14
RP11-365F18.1	M14
RP4-575N6.2	M14
RP11-445N18.3	M14
OST4	M14
RP11-467I20.3	M14
RP11-159C21.4	M14
SNRPD2P1	M14
CTB-63M22.1	M14
RP11-561C5.4	M14
RP11-284P20.2	M14
RP11-378J18.6	M14
RP11-110C15.4	M14
RP11-563H8.2	M14
RP11-157F20.1	M14
RP4-765A10.1	M14
AC016708.2	M14
RP11-466F5.3	M14
RP11-632C17__A.1	M14
RP11-87M1.1	M14
RP11-244J10.1	M14
RP4-560B9.1	M14
RPL19P21	M14
AC021016.7	M14
RPS23P8	M14
RPL10P3	M14
RP11-318C24.1	M14
AC013248.1	M14
BTF3P10	M14
RP1-40G4P.1	M14
RP11-422P24.9	M14
RPS18	M14
AC104306.5	M14
AC079922.2	M14
MIR4426	M14
RP11-48B24.2	M14
RP11-146N23.1	M14
RP11-572H4.2	M14
SC22CB-1E7.1	M14
EEF1B2P3	M14
RPL3P12	M14
RPL3P4	M14
MIR497HG	M14
MIR3654	M14
RPL34P27	M14
RPS11P5	M14
SNHG7	M14
AC009362.2	M14
RP3-486I3.4	M14
BTF3P5	M14
RP11-343B5.1	M14
RP11-571F15.3	M14
AC007969.5	M14
EIF3LP2	M14
RP11-389O22.4	M14
CTC-575D19.1	M14
AC067950.1	M14
AL049757.3	M14
RP11-269F19.4	M14
RP11-241I20.3	M14
AC096664.1	M14
GAS5	M14
AC144530.1	M14
RP1-241P17.3	M14
RPS3AP6	M14
RP13-507I23.2	M14
RP11-3P17.3	M14
RP11-3L10.3	M14
RPL24P2	M14
RP11-398K22.3	M14
RP11-504H5.1	M14
CTA-276O3.4	M14
RPS2P7	M14
CTD-2124B20.1	M14
RP5-827C21.1	M14
AC000089.3	M14
RP11-90O23.1	M14
RP11-215A21.2	M14
ZBED5	M14
CTB-31C7.1	M14
AC096591.1	M14
RP5-827C21.2	M14
RPL13AP5	M14
RPL31P63	M14
RP11-159H3.1	M14
RP11-373A9.1	M14
AC025750.5	M14
AL132780.10	M14
EIF3IP1	M14
RP11-12M9.3	M14
WI2-80423F1.1	M14
AC138972.1	M14
RP11-459A10.1	M14
FAM200B	M14
RP11-129B9.1	M14
RP11-172F4.2	M14
RP11-464D20.2	M14
RPL37P2	M14
RP11-51L5.2	M14
RPL35AP19	M14
RP11-587D21.1	M14
RP11-1072C15.1	M14
LA16C-306E5.1	M14
RPS2P5	M14
RP11-624G17.1	M14
RP11-36C20.1	M14
RP11-231D20.1	M14
RPS19P3	M14
CTC-788C1.1	M14
AD000092.3	M14
RP11-832N8.1	M14
ISY1	M14
RP11-352G18.1	M14
RP11-372E1.1	M14
RP11-313M3.1	M14
AC026271.1	M14
AC090602.1	M14
RP1-89D4.1	M14
RP11-392P7.1	M14
RPP21	M14
RP11-796G6.1	M14
RPS15AP24	M14
RPL31P49	M14
RP11-119H12.2	M14
AC073321.5	M14
RP11-14K2.1	M14
C2ORF15	M14
RP11-795H16.1	M14
RPL7AP6	M14
RPL7AP31	M14
RP11-234A1.1	M14
CTD-2184D3.1	M14
AC006427.1	M14
EIF6	M14
RPL7AP11	M14
CTD-2161E19.1	M14
RP11-159H22.1	M14
RP11-799A12.1	M14
RP11-436H11.1	M14
RP11-507E23.1	M14
UBA52P3	M14
RP11-408P14.1	M14
RP11-453M1.1	M14
RP11-397E7.1	M14
RP11-13J17.1	M14
RP11-715J22.1	M14
C4ORF48	M14
KB-1589B1.1	M14
RP11-21K20.1	M14
CTC-471J1.1	M14
RP11-864G5.1	M14
RP11-390K5.1	M14
CTB-33G10.1	M14
CTD-2331D11.1	M14
CTD-2284O10.1	M14
RP11-411G7.1	M14
RP11-114H7.1	M14
RP11-425L10.1	M14
CTB-47B8.1	M14
RP11-466H18.1	M14
RP11-150D5.1	M14
RP1-181J22.1	M14
RP11-600F24.2	M14
N4BP2L2	M14
SNHG6	M14
KB-1208A12.3	M14
CTC-426B10.1	M14
AL669918.1	M14
TRIM39-RPP21	M14
RBM14-RBM4	M14
CTC-329H14.1	M14
RP11-478C6.4	M14
CTC-534A2.2	M14
NACA2	M14
AP003068.9	M14
EEF1G	M14
CTD-3065J16.9	M14
MIR3654	M14
RP11-357K6.1	M14
RP11-59H1.3	M14
AC005000.1	M14
RP11-467L20.9	M14
RP11-871F6.2	M14
RP11-512M8.5	M14
NOL12	M14
AL354707.1	M14
RP11-762I7.5	M14
RP11-48B14.2	M14
C17ORF49	M14
RP11-778J16.2	M14
RP5-1021I20.4	M14
CD38	M15
SELE	M15
TFAP2B	M15
MGST1	M15
KAL1	M15
CD22	M15
ISL1	M15
IL20RA	M15
SLC11A1	M15
HGF	M15
HSD17B6	M15
TYMP	M15
CD44	M15
TRAF3IP2	M15
CHI3L2	M15
IFI35	M15
MAST4	M15
ABCC9	M15
FRMPD1	M15
MRVI1	M15
CD5L	M15
SLC4A4	M15
FAT2	M15
TMEM40	M15
OAS1	M15
FMO2	M15
SUSD2	M15
PYGL	M15
VSX1	M15
AVP	M15
RSPO4	M15
OXT	M15
GPR50	M15
FLT1	M15
ZP2	M15
PLAT	M15
SLC5A5	M15
HAMP	M15
PON3	M15
ZC3HAV1	M15
TSPAN12	M15
SFRP4	M15
RARRES2	M15
TYRP1	M15
ACTA2	M15
CSF3	M15
SLC16A6	M15
SOD3	M15
CRYAB	M15
CRTAM	M15
FOLR1	M15
SLC1A2	M15
CD69	M15
CLEC2B	M15
DAO	M15
OAS3	M15
OAS2	M15
MGP	M15
TPD52L1	M15
FHL5	M15
SMOC2	M15
TANC1	M15
IFIH1	M15
KCNJ13	M15
GNLY	M15
SLC5A7	M15
GBP1	M15
IRF6	M15
PROX1	M15
COLEC11	M15
TTR	M15
CASQ2	M15
C2ORF40	M15
IFIT3	M15
IFIT2	M15
HOXB3	M15
CHRNA2	M15
WFDC3	M15
WNT1	M15
MT1G	M15
MT2A	M15
BARHL1	M15
CSN1S1	M15
IFI6	M15
PLA2G5	M15
FEZF1	M15
AP1M2	M15
KLK10	M15
CDH15	M15
BST2	M15
SMPDL3B	M15
AOC3	M15
ABHD12B	M15
LGALS3	M15
FCRLA	M15
IGJ	M15
RHBG	M15
CHI3L1	M15
KL	M15
VAV3	M15
RSAD2	M15
IL6ST	M15
RERG	M15
PDGFRA	M15
FAM189A2	M15
SDS	M15
OASL	M15
STX11	M15
AGT	M15
GLUL	M15
SP110	M15
PAX3	M15
RTP4	M15
GALNT5	M15
CTSL2	M15
DDX60	M15
IFI44L	M15
SIX3	M15
CHRNA1	M15
PARP9	M15
HERC5	M15
SLCO1C1	M15
SDSL	M15
C12ORF34	M15
CBLN3	M15
BCL2A1	M15
CYP11A1	M15
ADAMTS18	M15
SLC2A5	M15
SYTL1	M15
SLC44A3	M15
FAM163A	M15
GPR17	M15
PLA1A	M15
ALDH1L1	M15
HAPLN1	M15
GABRA6	M15
KCNMB1	M15
CNPY1	M15
ARHGAP36	M15
GABRQ	M15
SLC25A37	M15
DPYS	M15
SLC39A12	M15
RGR	M15
TCF7L2	M15
C11ORF52	M15
SLC22A8	M15
PCDH15	M15
PPP1R1C	M15
FREM2	M15
THRSP	M15
HSPB8	M15
KCNJ16	M15
C16ORF74	M15
C4ORF19	M15
TTC18	M15
WIF1	M15
RAB11FIP1	M15
TIMP4	M15
MX1	M15
CSRP1	M15
TMPRSS3	M15
GRIN2C	M15
CCL5	M15
TNFSF13	M15
C16ORF11	M15
NEXN	M15
LHX8	M15
MT1P2	M15
PDLIM5	M15
CXCL3	M15
DNAJC5G	M15
DTX3L	M15
ZC3H12A	M15
AGXT2L1	M15
TLX3	M15
PI16	M15
C7ORF57	M15
EN2	M15
UNCX	M15
BAALC	M15
CLDN3	M15
OTX2	M15
NDRG2	M15
PRAP1	M15
CLMN	M15
CPLX4	M15
PLIN1	M15
LAIR2	M15
ANGPTL4	M15
BATF2	M15
DEGS2	M15
FILIP1L	M15
TAP1	M15
RAB31	M15
MYL1	M15
IL12A	M15
LGALS9	M15
CXCL10	M15
CXCL11	M15
MT1E	M15
METTL7B	M15
CDC42BPG	M15
COL24A1	M15
OTP	M15
AQP4	M15
FGGY	M15
CCL19	M15
PARP14	M15
PCP2	M15
BTC	M15
PDZK1	M15
VWA3A	M15
FOSL1	M15
KCNE1L	M15
HSD11B2	M15
FIBIN	M15
SAMD9L	M15
IL17RA	M15
EFCAB4A	M15
ODF3B	M15
CALML3	M15
RP11-399O19.5	M15
GSX2	M15
SLC47A2	M15
WDFY3-AS2	M15
DDX60L	M15
MAB21L2	M15
FIGN	M15
C12ORF60	M15
C11ORF88	M15
ACOT1	M15
SLITRK6	M15
FAM19A3	M15
USP18	M15
DBX2	M15
IFIT1	M15
C1ORF110	M15
IFITM1	M15
C7ORF61	M15
BTN3A2	M15
ANKRD20A5P	M15
CYP4F3	M15
C1QL4	M15
MT1X	M15
LHFPL3	M15
ATP13A5	M15
ISG15	M15
B3GALTL	M15
SLC18A3	M15
TMEM72	M15
P2RX2	M15
COL14A1	M15
NWD1	M15
OR7A5	M15
AL450307.1	M15
LINC00238	M15
ADH1B	M15
BNIP3P1	M15
BCO2	M15
ENPP1	M15
MB	M15
CARD11	M15
ARC	M15
F5	M15
ZNF521	M15
CD247	M15
MIR4461	M15
RN5-8S2	M15
RNY1	M15
RNU4-2	M15
C1ORF132	M15
DDO	M15
CARD16	M15
HLA-G	M15
MT1H	M15
MT1DP	M15
MT1M	M15
SAMD9	M15
C22ORF42	M15
HLA-A	M15
DIO2	M15
IGLC2	M15
IGHG4	M15
IGHG1	M15
IGHM	M15
SNORD17	M15
LINGO4	M15
UBD	M15
IRF9	M15
RP11-166N6.1	M15
SKOR2	M15
IFIT1P1	M15
RP3-486D24.1	M15
IFI30	M15
AP002530.2	M15
EBF2	M15
AC091736.11	M15
AL132709.7	M15
AC003090.1	M15
HBD	M15
AC004383.4	M15
RP11-543D5.2	M15
AL035562.1	M15
C1QTNF5	M15
RP11-86H7.1	M15
RP11-510C10.3	M15
RP11-433C9.2	M15
RP11-262I2.2	M15
AC104438.1	M15
RP11-561I11.2	M15
IGHV3-74	M15
AC016716.2	M15
THRB-IT1	M15
APOC4	M15
GBP1P1	M15
AL078585.1	M15
RP11-110H10.2	M15
AC058791.1	M15
AC073135.1	M15
MTND4P15	M15
HCG4P5	M15
RP11-59J5.1	M15
CXORF28	M15
AC017099.3	M15
RP5-826L7.1	M15
RP5-857K21.7	M15
RP11-12M5.3	M15
AJ006998.2	M15
MT-ATP8	M15
CTC-546K23.1	M15
RP11-478J18.1	M15
RPL9P8	M15
RP11-10B2.1	M15
MTND4LP1	M15
RP5-855F14.1	M15
NDUFB1P1	M15
AL132709.8	M15
AC007392.3	M15
MTND4P24	M15
MTRNR2L4	M15
RP3-434O14.8	M15
LINC00202	M15
RP11-234K24.3	M15
RP3-477M7.6	M15
RP11-561I11.3	M15
AF064858.7	M15
AC013262.1	M15
RP11-57H14.2	M15
MT1XP1	M15
RP11-288L9.1	M15
RP3-388E23.2	M15
RP11-288G11.3	M15
LINC00440	M15
APOC2	M15
AC064834.3	M15
MFRP	M15
RP11-73M7.6	M15
AC095067.1	M15
LINC00417	M15
AC002429.5	M15
RP11-89N17.4	M15
AC012354.5	M15
RP11-374A22.1	M15
RPL9P9	M15
IFNWP2	M15
RP11-278H7.3	M15
RP5-857K21.6	M15
RP11-799O21.1	M15
RPS20P22	M15
CTD-2213F21.1	M15
RP11-477J21.6	M15
AC073366.1	M15
AC091736.10	M15
RP11-293A21.1	M15
RP5-857K21.14	M15
AQP1	M15
RP13-137A17.6	M15
RP11-639B1.1	M15
RP11-275H4.1	M15
RP11-331K15.1	M15
INMT	M15
RP11-5O17.2	M15
AL512503.1	M15
RP11-232M24.1	M15
RP11-434O22.1	M15
AL163011.1	M15
RP11-99J16__A.2	M15
HBB	M15
CTB-36O1.7	M15
MTND4P12	M15
RP11-83C7.1	M15
AL513122.1	M15
MTND5P11	M15
RP11-777B9.5	M15
RP11-39E3.6	M15
RP11-537A6.7	M15
HMGN1P14	M15
AC123912.1	M15
RP11-168E14.1	M15
MIR143HG	M15
RP11-60A8.1	M15
RP11-212F11.1	M15
RP11-268P4.5	M15
RP11-143E21.7	M15
RP5-877J2.1	M15
RP11-402L6.1	M15
RP11-597D13.7	M15
CTD-2170G1.2	M15
RN5-8S6	M15
SCARNA17	M15
SCARNA18	M15
RP11-348M17.2	M15
CTD-3025N20.2	M15
MTND6P3	M15
KB-1552D7.2	M15
RP11-110I1.5	M15
KIRREL3-AS2	M15
RP11-110I1.6	M15
RP11-546B8.6	M15
RP1-68D18.4	M15
RP4-683L5.1	M15
MTRNR2L9	M15
AL391319.1	M15
RP13-895J2.7	M15
RP11-190A12.7	M15
MTRNR2L10	M15
MTRNR2L1	M15
RP11-599J14.2	M15
HP	M15
RP1-71H24.1	M15
RP11-968A15.2	M15
RP11-303O9.2	M15
MEG8	M15
RP11-862P13.1	M15
RP6-91H8.1	M15
RP11-909M7.3	M15
RP11-572M18.1	M15
CTD-2058B24.3	M15
RP11-218E20.5	M15
CTD-3049M7.1	M15
CTD-2540C19.1	M15
RP11-594C13.1	M15
RP11-320M16.1	M15
RP5-1021I20.1	M15
RP11-334E6.11	M15
CTD-2008A1.1	M15
RP11-89K21.1	M15
RP11-468E2.4	M15
CTD-2314G24.2	M15
MTMR7	M16
CACNG3	M16
AGK	M16
PAFAH1B1	M16
GAS7	M16
CEP68	M16
MAN2B2	M16
SLC30A9	M16
NUDCD3	M16
ATP2C1	M16
CNTN1	M16
NCDN	M16
AKAP11	M16
SARS	M16
PNPLA6	M16
ATP6V0A1	M16
MYOM2	M16
RTN4R	M16
INPP4A	M16
MYO16	M16
ATP6V1H	M16
PIK3CB	M16
ATG5	M16
PITHD1	M16
BTBD1	M16
FAR2	M16
TBC1D22B	M16
ZC3H15	M16
MAP2K4	M16
SNAP91	M16
SEC61A2	M16
PDE4A	M16
PPP2R5A	M16
NGEF	M16
CACNB1	M16
STOML1	M16
PRKCZ	M16
SYT1	M16
ATP2B3	M16
OTUD5	M16
ACSL4	M16
SIRT2	M16
PPP2R5B	M16
VPS35	M16
DNAJA2	M16
ATP2B1	M16
ATP6AP1	M16
EPN2	M16
LNX1	M16
FBXW11	M16
NSF	M16
MGLL	M16
DBC1	M16
OSTM1	M16
PCDHA6	M16
C5ORF22	M16
DLG3	M16
ULK2	M16
SMAP2	M16
KIAA1467	M16
MAPRE3	M16
CHMP5	M16
NLK	M16
DNM1L	M16
EPB41L1	M16
FKBP1A	M16
PEBP1	M16
MLF2	M16
DDX24	M16
NECAP1	M16
WDR7	M16
JPH4	M16
HSP90AB1	M16
ACOT7	M16
SH3BP1	M16
PIK3IP1	M16
NHP2L1	M16
PMM1	M16
ATP6V1D	M16
SLC8A3	M16
ABHD12	M16
NDRG3	M16
DNAJC5	M16
EEF1A2	M16
TM9SF4	M16
SLC25A14	M16
USP11	M16
ARHGEF7	M16
TSC22D1	M16
CORO1A	M16
PLA2G15	M16
AP3B2	M16
RAB11A	M16
DMXL2	M16
GDAP1	M16
RAB2A	M16
MTMR9	M16
GSR	M16
CLPTM1	M16
LIN7B	M16
SLC1A6	M16
GPI	M16
PLD3	M16
NUMBL	M16
CLIP3	M16
APLP1	M16
NAPA	M16
ATP1A3	M16
AC024575.1	M16
RAB3A	M16
GSK3A	M16
MTPN	M16
TAX1BP1	M16
GARS	M16
SLC1A1	M16
LHX6	M16
NCS1	M16
ATRNL1	M16
PPP3CB	M16
LARP4B	M16
NEURL	M16
CCDC6	M16
GIT1	M16
TRIM37	M16
CPE	M16
FBXW7	M16
GLRB	M16
SC5DL	M16
NRXN2	M16
C11ORF41	M16
COMMD9	M16
MADD	M16
CAMKK2	M16
VPS29	M16
UHRF1BP1L	M16
ENO2	M16
SERINC1	M16
CAP2	M16
DUSP22	M16
PPP2CA	M16
TRIM23	M16
CRBN	M16
ARL6	M16
FGF12	M16
ATP6V1A	M16
SLC4A3	M16
ADAM23	M16
RTN4	M16
GLS	M16
ST3GAL5	M16
AMPD2	M16
MEF2D	M16
DNAJC6	M16
RGS2	M16
VAMP4	M16
RP4-788L13.1	M16
STX12	M16
SLC8A2	M16
ELOVL4	M16
SGIP1	M16
OLFM3	M16
PCMT1	M16
MAPK8IP1	M16
CRY2	M16
HS3ST2	M16
CHPF	M16
ATP8A1	M16
