"","Batch","Treatment","wellID","Image_ID","ind_type","Measurement"
"42","1","DMSO","1","12","MKO2",1162.64744647835
"43","1","DMSO","1","2","MKO2",190.241472741036
"44","1","DMSO","1","3","MKO2",112.69356539171
"45","1","DMSO","1","5","MKO2",992.433487806675
"46","1","DMSO","1","8","MKO2",326.890157106159
"36","1","DMSO","1","2","GFP",598.484093037109
"37","1","DMSO","1","3","GFP",84.8229831801478
"38","1","DMSO","1","4","GFP",407.402388733486
"39","1","DMSO","1","5","GFP",108.361157822448
"40","1","DMSO","1","6","GFP",846.410462361941
"41","1","DMSO","1","8","GFP",176.965667881676
"1","1","DMSO","2","14","MKO2",559.199831839258
"49","1","DMSO","2","10","MKO2",541.602458883382
"50","1","DMSO","2","12","MKO2",867.764605482189
"51","1","DMSO","2","16","MKO2",666.189740025947
"52","1","DMSO","2","4","MKO2",380.056486800415
"53","1","DMSO","2","5","MKO2",503.42488119832
"54","1","DMSO","2","8","MKO2",710.698909840622
"55","1","DMSO","2","9","MKO2",304.350915142098
"2","1","DMSO","2","7","GFP",769.438195560368
"47","1","DMSO","2","2","GFP",228.352768719097
"48","1","DMSO","2","6","GFP",321.832910479728
"3","1","DMSO","3","25","MKO2",180.391560247404
"4","1","DMSO","3","7","MKO2",211.160184893688
"64","1","DMSO","3","13","MKO2",494.704612361019
"65","1","DMSO","3","16","MKO2",749.165905343423
"66","1","DMSO","3","19","MKO2",415.309880790178
"67","1","DMSO","3","22","MKO2",606.071542970309
"68","1","DMSO","3","23","MKO2",536.689917336849
"69","1","DMSO","3","24","MKO2",242.769040392903
"70","1","DMSO","3","6","MKO2",540.651314351134
"71","1","DMSO","3","8","MKO2",319.692187673265
"5","1","DMSO","3","20","GFP",248.449733416389
"6","1","DMSO","3","24","GFP",173.124141165896
"7","1","DMSO","3","16","GFP",282.139370063415
"8","1","DMSO","3","17","GFP",360.869196895219
"9","1","DMSO","3","1","GFP",174.219985192689
"10","1","DMSO","3","13","GFP",201.094802483577
"11","1","DMSO","3","14","GFP",316.460106081244
"56","1","DMSO","3","15","GFP",550.278102030125
"57","1","DMSO","3","2","GFP",147.252746556459
"58","1","DMSO","3","21","GFP",481.001029995334
"59","1","DMSO","3","23","GFP",540.948381194584
"60","1","DMSO","3","4","GFP",462.426370657479
"61","1","DMSO","3","5","GFP",379.551600793252
"62","1","DMSO","3","7","GFP",472.737851238837
"63","1","DMSO","3","8","GFP",629.81304710319
"12","1","DMSO","4","12","MKO2",516.306705987644
"13","1","DMSO","4","13","MKO2",449.202844230321
"14","1","DMSO","4","6","MKO2",408.105567252041
"15","1","DMSO","4","7","MKO2",384.34426482653
"77","1","DMSO","4","1","MKO2",298.250110146868
"78","1","DMSO","4","15","MKO2",912.269291488106
"79","1","DMSO","4","17","MKO2",931.73066145495
"80","1","DMSO","4","2","MKO2",991.243907277654
"81","1","DMSO","4","4","MKO2",581.797706994156
"16","1","DMSO","4","3","GFP",207.623383259373
"17","1","DMSO","4","4","GFP",128.938178338744
"18","1","DMSO","4","5","GFP",155.274315695596
"19","1","DMSO","4","6","GFP",250.969114378446
"20","1","DMSO","4","7","GFP",314.799445311239
"72","1","DMSO","4","10","GFP",426.281776514209
"73","1","DMSO","4","12","GFP",873.582337002203
"74","1","DMSO","4","13","GFP",491.854366930758
"75","1","DMSO","4","15","GFP",438.974275946116
"76","1","DMSO","4","9","GFP",625.537413360202
"21","1","DMSO","5","3","MKO2",658.197481345284
"22","1","DMSO","5","7","MKO2",273.92398322567
"86","1","DMSO","5","10","MKO2",563.769378784241
"87","1","DMSO","5","11","MKO2",452.179309334912
"88","1","DMSO","5","12","MKO2",646.337556128974
"89","1","DMSO","5","4","MKO2",678.536068300443
"90","1","DMSO","5","8","MKO2",303.938456226517
"91","1","DMSO","5","9","MKO2",366.226689088084
"23","1","DMSO","5","3","GFP",363.242566586146
"24","1","DMSO","5","7a","GFP",237.834843155809
"25","1","DMSO","5","7b","GFP",151.372852053956
"82","1","DMSO","5","1","GFP",253.065208104075
"83","1","DMSO","5","2","GFP",359.511949010597
"84","1","DMSO","5","5","GFP",299.806210550909
"85","1","DMSO","5","8","GFP",91.1469200508219
"26","1","DMSO","6","11","MKO2",681.66805981111
"27","1","DMSO","6","2","MKO2",445.56913388039
"28","1","DMSO","6","6","MKO2",1384.92104977652
"94","1","DMSO","6","1","MKO2",488.707054782661
"95","1","DMSO","6","10","MKO2",772.964161723992
"96","1","DMSO","6","4","MKO2",459.257402492941
"97","1","DMSO","6","5","MKO2",632.586182769767
"98","1","DMSO","6","8","MKO2",756.921035762176
"29","1","DMSO","6","1","GFP",693.903467624382
"30","1","DMSO","6","3","GFP",323.04414040225
"31","1","DMSO","6","7","GFP",469.884424724985
"92","1","DMSO","6","2","GFP",146.000055770617
"93","1","DMSO","6","6","GFP",206.021343400761
"32","1","DMSO","7","13","MKO2",591.975298367361
"33","1","DMSO","7","14","MKO2",79.5024666426559
"102","1","DMSO","7","15","MKO2",404.504346162485
"103","1","DMSO","7","16","MKO2",119.322225538259
"104","1","DMSO","7","7","MKO2",429.409290438368
"105","1","DMSO","7","8","MKO2",623.193363642173
"106","1","DMSO","7","9","MKO2",237.351617752164
"34","1","DMSO","7","2","GFP",96.5643436519081
"99","1","DMSO","7","4","GFP",380.07496746922
"100","1","DMSO","7","8","GFP",143.391423359413
"101","1","DMSO","7","9","GFP",251.638502334121
"35","1","DMSO","8","14","GFP",181.554999714508
"107","1","DMSO","8","10","GFP",412.273471937813
"108","1","DMSO","8","11","GFP",230.336641462471
"109","1","DMSO","8","13","GFP",415.837728092125
"110","1","DMSO","8","2","GFP",35.0194375287441
"111","1","DMSO","8","6","GFP",228.17426595686
"266","1","IGF1","4","5","MKO2",835.717148789486
"267","1","IGF1","4","7","MKO2",1013.93867890719
"268","1","IGF1","4","8","MKO2",729.815433190485
"269","1","IGF1","4","4","MKO2",670.863846362446
"262","1","IGF1","4","1","GFP",321.131041096676
"263","1","IGF1","4","4a","GFP",314.836416800483
"264","1","IGF1","4","4b","GFP",712.322613267283
"265","1","IGF1","4","5","GFP",281.091326074022
"274","1","IGF1","6","1","MKO2",1476.23117249299
"275","1","IGF1","6","12","MKO2",1058.19858044387
"276","1","IGF1","6","19","MKO2",760.587229423228
"277","1","IGF1","6","2","MKO2",426.15555600057
"278","1","IGF1","6","30","MKO2",738.858909869923
"270","1","IGF1","6","11","GFP",459.238917926681
"271","1","IGF1","6","14","GFP",766.733977189342
"272","1","IGF1","6","16","GFP",132.921238239754
"273","1","IGF1","6","19","GFP",269.409904408899
"293","1","IGF1","7","10","MKO2",515.180241128482
"294","1","IGF1","7","13","MKO2",906.023777990332
"295","1","IGF1","7","14","MKO2",1129.31481497514
"296","1","IGF1","7","17","MKO2",498.579935016466
"297","1","IGF1","7","18","MKO2",280.534161770869
"298","1","IGF1","7","21","MKO2",1112.03746694669
"299","1","IGF1","7","22","MKO2",1244.74323329169
"300","1","IGF1","7","23","MKO2",420.701163266964
"301","1","IGF1","7","24","MKO2",729.489053898169
"302","1","IGF1","7","7","MKO2",1204.54667152324
"303","1","IGF1","7","8","MKO2",395.405415784268
"304","1","IGF1","7","9","MKO2",679.313189606212
"279","1","IGF1","7","11","GFP",938.824072657006
"280","1","IGF1","7","14","GFP",848.097268387479
"281","1","IGF1","7","15","GFP",277.717714022947
"282","1","IGF1","7","16","GFP",604.287834737151
"283","1","IGF1","7","17","GFP",366.883932780576
"284","1","IGF1","7","20","GFP",628.238468602705
"285","1","IGF1","7","22","GFP",713.615444635826
"286","1","IGF1","7","23","GFP",744.713620160885
"287","1","IGF1","7","4","GFP",391.243854419205
"288","1","IGF1","7","5","GFP",794.510822911926
"289","1","IGF1","7","6","GFP",570.899749535164
"290","1","IGF1","7","7","GFP",1187.50907872135
"291","1","IGF1","7","8","GFP",246.247219857334
"292","1","IGF1","7","9","GFP",576.621896412126
"408","1","RAPA","1","3","MKO2",697.467738329764
"433","1","RAPA","1","1","MKO2",667.905864984807
"434","1","RAPA","1","2","MKO2",221.54560581031
"435","1","RAPA","1","4","MKO2",1423.55889684506
"436","1","RAPA","1","5a","MKO2",431.34219459082
"437","1","RAPA","1","6","MKO2",687.49477870662
"438","1","RAPA","1","7","MKO2",483.977501106224
"409","1","RAPA","1","1","GFP",294.311677234601
"410","1","RAPA","1","10","GFP",391.822674738798
"411","1","RAPA","1","11","GFP",215.481766524952
"412","1","RAPA","1","14","GFP",594.791758251759
"413","1","RAPA","1","15","GFP",630.356218417757
"414","1","RAPA","1","16","GFP",288.106304319526
"415","1","RAPA","1","17","GFP",216.432905485099
"416","1","RAPA","1","18a","GFP",406.640580543797
"417","1","RAPA","1","18b","GFP",178.757038404411
"418","1","RAPA","1","19","GFP",720.682705129929
"419","1","RAPA","1","20","GFP",480.246883530675
"420","1","RAPA","1","23","GFP",335.539659128601
"421","1","RAPA","1","24","GFP",279.352237799885
"422","1","RAPA","1","27","GFP",266.147199755385
"423","1","RAPA","1","2a","GFP",179.046448564208
"424","1","RAPA","1","2b","GFP",267.046056466933
"425","1","RAPA","1","3","GFP",506.709241868276
"426","1","RAPA","1","4","GFP",115.034443659557
"427","1","RAPA","1","5a","GFP",384.807696493294
"428","1","RAPA","1","5b","GFP",838.028714482854
"429","1","RAPA","1","6","GFP",228.419050426097
"430","1","RAPA","1","7","GFP",195.246437118868
"431","1","RAPA","1","8","GFP",159.131155550078
"432","1","RAPA","1","9","GFP",585.108208788411
"439","1","RAPA","2","10","MKO2",688.609107312925
"456","1","RAPA","2","2","MKO2",197.668910209795
"457","1","RAPA","2","3","MKO2",575.329065043583
"458","1","RAPA","2","6","MKO2",378.165036888342
"459","1","RAPA","2","8","MKO2",592.55413082343
"460","1","RAPA","2","9","MKO2",179.277233575044
"440","1","RAPA","2","10","GFP",738.591155726567
"441","1","RAPA","2","11","GFP",475.728316641138
"442","1","RAPA","2","12","GFP",572.832653687617
"443","1","RAPA","2","15","GFP",732.832039717085
"444","1","RAPA","2","16","GFP",486.667728340508
"445","1","RAPA","2","18","GFP",298.205484456309
"446","1","RAPA","2","1a","GFP",44.1336810230405
"447","1","RAPA","2","1b","GFP",132.616514963879
"448","1","RAPA","2","2","GFP",263.293782874943
"449","1","RAPA","2","3","GFP",947.867549336444
"450","1","RAPA","2","4","GFP",371.223996907877
"451","1","RAPA","2","5","GFP",445.29821281679
"452","1","RAPA","2","6a","GFP",116.684280552575
"453","1","RAPA","2","6b","GFP",400.739930904597
"454","1","RAPA","2","7","GFP",442.875739725863
"455","1","RAPA","2","8","GFP",202.135194850734
"470","1","RAPA","3","2","MKO2",218.996912205744
"471","1","RAPA","3","4","MKO2",117.509198999083
"472","1","RAPA","3","5","MKO2",1137.62262458919
"461","1","RAPA","3","11","GFP",325.477448124339
"462","1","RAPA","3","13","GFP",456.548690692398
"463","1","RAPA","3","14","GFP",530.823065379989
"464","1","RAPA","3","4","GFP",452.781103984329
"465","1","RAPA","3","6","GFP",789.078086194761
"466","1","RAPA","3","7","GFP",350.973354385713
"467","1","RAPA","3","9","GFP",453.889089690273
"468","1","RAPA","3","2","GFP",510.692300471102
"469","1","RAPA","3","5","GFP",151.506730752822
"476","1","RAPA","4","1","MKO2",326.443900200565
"477","1","RAPA","4","2","MKO2",351.93980646194
"478","1","RAPA","4","3","MKO2",156.530179696913
"479","1","RAPA","4","5","MKO2",312.161502682279
"473","1","RAPA","4","1","GFP",1043.75299327942
"474","1","RAPA","4","3","GFP",327.53657279043
"475","1","RAPA","4","5","GFP",623.051830012455
"488","1","RAPA","5","1","MKO2",716.639707720464
"489","1","RAPA","5","10","MKO2",441.128994893687
"490","1","RAPA","5","11","MKO2",580.601783564768
"491","1","RAPA","5","2","MKO2",585.071239655892
"492","1","RAPA","5","4","MKO2",500.887015601975
"493","1","RAPA","5","5","MKO2",696.713586698113
"494","1","RAPA","5","6","MKO2",523.38797135319
"495","1","RAPA","5","8","MKO2",551.013769095515
"496","1","RAPA","5","3","MKO2",1056.7903565699
"480","1","RAPA","5","12","GFP",776.90392414098
"481","1","RAPA","5","13","GFP",405.299952054
"482","1","RAPA","5","15","GFP",595.028886162952
"483","1","RAPA","5","17","GFP",301.363624558
"484","1","RAPA","5","18","GFP",778.222896633824
"485","1","RAPA","5","20","GFP",430.617355533649
"486","1","RAPA","5","24","GFP",448.096175998452
"487","1","RAPA","5","6","GFP",507.95744754626
"623","1","DHPG","1","10","MKO2",274.165599209636
"624","1","DHPG","1","12","MKO2",238.124255905885
"625","1","DHPG","1","16","MKO2",717.383031343894
"626","1","DHPG","1","19","MKO2",213.816616515856
"627","1","DHPG","1","5","MKO2",309.723716475273
"628","1","DHPG","1","6","MKO2",293.813138080409
"629","1","DHPG","1","8","MKO2",544.689832224841
"630","1","DHPG","1","9","MKO2",170.560136187923
"619","1","DHPG","1","3","GFP",269.446873541419
"620","1","DHPG","1","4","GFP",421.473799464874
"621","1","DHPG","1","5","GFP",276.298662140766
"622","1","DHPG","1","7","GFP",333.957417600262
"633","1","DHPG","2","2","MKO2",240.383539350654
"636","1","DHPG","2","14","MKO2",275.399805429218
"637","1","DHPG","2","3","MKO2",199.623470378688
"638","1","DHPG","2","4","MKO2",499.515760860535
"631","1","DHPG","2","5","GFP",149.299729556651
"632","1","DHPG","2","8","GFP",199.891224522044
"634","1","DHPG","2","10","GFP",429.796922195
"635","1","DHPG","2","2","GFP",495.154040716794
"645","1","DHPG","3","12","MKO2",441.262871965366
"646","1","DHPG","3","13","MKO2",505.579600145892
"647","1","DHPG","3","14","MKO2",135.39599357928
"648","1","DHPG","3","4","MKO2",665.587956391077
"649","1","DHPG","3","5","MKO2",606.777903192756
"651","1","DHPG","3","10","MKO2",777.4552896786
"652","1","DHPG","3","6","MKO2",574.734931607911
"639","1","DHPG","3","10","GFP",103.426960259475
"640","1","DHPG","3","12","GFP",215.429484276353
"641","1","DHPG","3","13","GFP",314.605631789647
"642","1","DHPG","3","2","GFP",111.303826084008
"643","1","DHPG","3","7","GFP",156.871872105309
"644","1","DHPG","3","8","GFP",425.404575819101
"650","1","DHPG","3","9","GFP",166.235385176701
"658","1","DHPG","4","10","MKO2",689.360087494395
"659","1","DHPG","4","15","MKO2",502.636931884331
"660","1","DHPG","4","16","MKO2",128.11326119042
"662","1","DHPG","4","13","MKO2",527.738863488711
"663","1","DHPG","4","19","MKO2",1120.64999983662
"653","1","DHPG","4","1","GFP",182.48765597996
"654","1","DHPG","4","11","GFP",121.403006220791
"655","1","DHPG","4","2","GFP",353.084761300403
"656","1","DHPG","4","5","GFP",488.74850902304
"657","1","DHPG","4","6","GFP",149.336698689171
"661","1","DHPG","4","8","GFP",164.317794140328
"765","1","TG003","1","1","MKO2",340.972395845767
"766","1","TG003","1","10","MKO2",306.097663396921
"767","1","TG003","1","11","MKO2",128.938179636928
"768","1","TG003","1","12","MKO2",738.086273672013
"769","1","TG003","1","15","MKO2",456.400814162319
"770","1","TG003","1","17","MKO2",742.469649832195
"771","1","TG003","1","18","MKO2",395.694825944065
"772","1","TG003","1","19","MKO2",481.518058882777
"773","1","TG003","1","5","MKO2",828.345165019507
"775","1","TG003","1","7","MKO2",830.724326077553
"760","1","TG003","1","1","GFP",408.662736077368
"761","1","TG003","1","10","GFP",534.495057806578
"762","1","TG003","1","12","GFP",259.957139956388
"763","1","TG003","1","20","GFP",770.240152654417
"764","1","TG003","1","31","GFP",565.876300591072
"774","1","TG003","1","28","GFP",359.364072480518
"782","1","TG003","2","14","MKO2",1322.42184626251
"783","1","TG003","2","18","MKO2",414.117128810973
"784","1","TG003","2","27","MKO2",586.66879430031
"785","1","TG003","2","28","MKO2",819.197123842872
"786","1","TG003","2","29","MKO2",975.318015766712
"787","1","TG003","2","7","MKO2",226.873778030278
"790","1","TG003","2","11","MKO2",949.301914334704
"776","1","TG003","2","11","GFP",257.676200495179
"777","1","TG003","2","12","GFP",460.510093278783
"778","1","TG003","2","16","GFP",348.649102891622
"779","1","TG003","2","16b","GFP",403.765507646915
"780","1","TG003","2","3","GFP",679.818071660766
"781","1","TG003","2","38","GFP",140.991919942604
"788","1","TG003","2","1","GFP",625.126267794626
"789","1","TG003","2","5","GFP",535.809545191561
"799","1","TG003","3","10","MKO2",268.012508543159
"800","1","TG003","3","11","MKO2",309.277459569679
"801","1","TG003","3","12","MKO2",490.167560905221
"802","1","TG003","3","13","MKO2",721.046053554766
"803","1","TG003","3","15","MKO2",627.167452029282
"804","1","TG003","3","20","MKO2",804.311622673195
"805","1","TG003","3","6","MKO2",117.813922274959
"806","1","TG003","3","9","MKO2",498.266241524873
"807","1","TG003","3","17","MKO2",643.650507843377
"808","1","TG003","3","19","MKO2",819.569442483426
"791","1","TG003","3","1","GFP",315.230391457477
"792","1","TG003","3","14","GFP",433.259785627193
"793","1","TG003","3","15","GFP",528.720628681017
"794","1","TG003","3","16","GFP",508.128293750458
"795","1","TG003","3","17","GFP",705.775547943812
"796","1","TG003","3","18","GFP",285.163636057966
"797","1","TG003","3","19","GFP",787.511157782502
"798","1","TG003","3","3","GFP",58.3421402762874
"815","1","TG003","4","11","MKO2",641.295630117127
"816","1","TG003","4","12","MKO2",726.715918183128
"817","1","TG003","4","13","MKO2",649.572813499017
"818","1","TG003","4","16","MKO2",1199.67372642458
"819","1","TG003","4","5","MKO2",421.273640686196
"820","1","TG003","4","6","MKO2",604.740434543106
"821","1","TG003","4","7","MKO2",231.272467306539
"809","1","TG003","4","10","GFP",454.594130523505
"810","1","TG003","4","12","GFP",336.921741878263
"811","1","TG003","4","14","GFP",501.722762056704
"812","1","TG003","4","15","GFP",281.700772625773
"813","1","TG003","4","16","GFP",314.442442143488
"814","1","TG003","4","6","GFP",581.088181053065
"932","1","BDNF","1","14","MKO2",536.366709494714
"933","1","BDNF","1","15","MKO2",214.961571354319
"934","1","BDNF","1","17","MKO2",1036.2547889958
"935","1","BDNF","1","2","MKO2",565.103664393162
"936","1","BDNF","1","22","MKO2",755.058898424583
"926","1","BDNF","1","10","GFP",431.483728220538
"927","1","BDNF","1","11","GFP",273.734655420121
"928","1","BDNF","1","12","GFP",606.116174392405
"929","1","BDNF","1","20","GFP",315.556770749794
"930","1","BDNF","1","21","GFP",638.605402882844
"931","1","BDNF","1","23","GFP",889.571348408393
"942","1","BDNF","3","13","MKO2",1036.52254313916
"943","1","BDNF","3","14","MKO2",412.467291917956
"944","1","BDNF","3","15","MKO2",353.983618011952
"945","1","BDNF","3","9","MKO2",1262.8761259988
"937","1","BDNF","3","1","GFP",310.280880778425
"938","1","BDNF","3","14","GFP",481.881407307614
"939","1","BDNF","3","25","GFP",287.028944845741
"940","1","BDNF","3","6","GFP",554.752043229103
"941","1","BDNF","3","8","GFP",276.929764708958
"951","1","BDNF","4","12","MKO2",402.583583675931
"952","1","BDNF","4","16A","MKO2",774.632499030317
"953","1","BDNF","4","16B","MKO2",789.80741035979
"954","1","BDNF","4","1A","MKO2",789.755128111191
"955","1","BDNF","4","1B","MKO2",680.910744250629
"956","1","BDNF","4","4","MKO2",970.771449960371
"957","1","BDNF","4","6","MKO2",444.079319713287
"958","1","BDNF","4","7A","MKO2",308.467854239249
"959","1","BDNF","4","8","MKO2",426.481935292887
"960","1","BDNF","4","17","MKO2",618.496293990398
"946","1","BDNF","4","11","GFP",707.588574482988
"947","1","BDNF","4","12","GFP",133.493715658986
"948","1","BDNF","4","18","GFP",818.685898887956
"949","1","BDNF","4","3","GFP",520.234316304732
"950","1","BDNF","4","8","GFP",1207.83365950855
"965","1","BDNF","5","12","MKO2",399.425443519613
"966","1","BDNF","5","13","MKO2",780.480866420917
"967","1","BDNF","5","15","MKO2",316.827946101896
"968","1","BDNF","5","9","MKO2",805.902834417252
"961","1","BDNF","5","10","GFP",351.434924407385
"962","1","BDNF","5","13","GFP",558.036403899058
"963","1","BDNF","5","15","GFP",320.186245036891
"964","1","BDNF","5","9","GFP",420.202624112772
"974","1","BDNF","6","10a","MKO2",487.551271935977
"975","1","BDNF","6","10b","MKO2",360.426118838225
"976","1","BDNF","6","12","MKO2",891.606189742689
"977","1","BDNF","6","13","MKO2",887.207500466427
"969","1","BDNF","6","13","GFP",264.891337519362
"970","1","BDNF","6","15","GFP",403.854759028033
"971","1","BDNF","6","2","GFP",419.645459809619
"972","1","BDNF","6","3","GFP",485.685963148203
"973","1","BDNF","6","6","GFP",527.486422461434
"1091","1","EFT508","1","10","MKO2",790.854143601417
"1092","1","EFT508","1","2","MKO2",504.055983766513
"1093","1","EFT508","1","7","MKO2",207.983562241335
"1094","1","EFT508","1","8","MKO2",567.169131959615
"1085","1","EFT508","1","11","GFP",1023.93329454677
"1086","1","EFT508","1","18","GFP",456.117746902883
"1087","1","EFT508","1","4","GFP",861.086834537222
"1088","1","EFT508","1","5","GFP",659.650337619358
"1089","1","EFT508","1","7","GFP",410.72820364382
"1090","1","EFT508","1","7B","GFP",416.881294310296
"1099","1","EFT508","2","18","MKO2",617.954442803324
"1100","1","EFT508","2","31","MKO2",845.533261666834
"1101","1","EFT508","2","32","MKO2",645.709632509467
"1095","1","EFT508","2","12","GFP",260.56658650814
"1096","1","EFT508","2","13","GFP",420.864352913122
"1097","1","EFT508","2","5A","GFP",1004.73835548195
"1098","1","EFT508","2","6","GFP",525.168513867705
"1108","1","EFT508","3","20","MKO2",351.003980617872
"1109","1","EFT508","3","21","MKO2",561.410015950133
"1110","1","EFT508","3","23","MKO2",481.354869236619
"1111","1","EFT508","3","24","MKO2",961.229434126741
"1102","1","EFT508","3","10","GFP",288.626499490159
"1103","1","EFT508","3","13","GFP",715.927010329193
